name,address,website,phone_number,reviews_count,reviews_average,store_shopping,in_store_pickup,store_delivery,place_type,opens_at,introduction
Registered GST Practitioner| NACIN Exam passed GST Practitioner,"714, Madras Thiruvallur High Rd, Kamaraj Nagar, Padi, Chennai, Tamil Nadu 600050",,099405 12266,1,5.0,No,No,No,Tax preparation service, Opens 10am Sat,None Found
"Thirui Vi Ka Nagar Division, GST Chennai North Commissionerate","Gst Seva Kendra, Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office, Opens 9:30am Mon,None Found
GST Suvidha Kendra,"106, Tiny Sector, Industrial Estate, Ambattur, Chennai, Tamil Nadu 600058",,086106 78886,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
Office of the Assistant commissioner of GST and Central Excise,"35QH+57X, Mogappair, Chennai, Tamil Nadu 600037",,,1,5.0,No,No,No,Government office,,None Found
Commerical Taxes Department Padi,"10A, National Highway 205, Gopal Nagar, Padi, Chennai, Tamil Nadu 600050",,,,,No,No,No,Government office,,None Found
Guru Siva Consultant,"2, Anna Street, 13, 1st Main Rd, Gangai Nagar, Kallikuppam, Chennai, Tamil Nadu 600053",gurusivaconsultant.in,099623 84864,1,5.0,No,No,No,Tax collector's office, Opens 9:30am Sat,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
GS Associates,"2/9, Kamaraj Rd, GOPAL NAICKER NAGAR, Padi, Chennai, Tamil Nadu 600050",gsaaaociates.net.in,094441 05966,13,5.0,No,No,No,Auditor, 8:30pm ,None Found
GST Consultants in Chennai,"1423, Varaha Valencia, 13th Main Rd, H Block, Anna Nagar West, Chennai, Tamil Nadu 600040",auditdsa.in,096001 89144,3,5.0,No,No,No,Auditor, Opens 10am Sat,None Found
Government of Tamil Nadu - Commercial Taxes,"No. 5, First Floor, High Court Colony Rd, Main Street, Thiru Nagar, Villivakkam, Chennai, Tamil Nadu 600049",ctd.tn.gov.in,044 2618 4466,16,3.3,No,No,No,State government office, Opens 10am Mon,None Found
"CGST Vadapalani, Valasaravakkam, Porur Divisions; Chennai South Commissionerate, Chennai CGST Zone","GROUND FLOOR, LAND MARK, Newry Sonex Towers, 2054 - I METRO STATION, 12th Main Rd, II AVENUE, Anna Nagar West, Chennai, 600040",,,1,4.0,No,No,No,Government office,,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
Dr. Ajitesh Radhakrishnan I.R.S,"Large Taxpayer Unit (LTU), Department of Revenue, Ministry of Finance,, Government of India, No.1775, Jawaharlal Nehru Inner Ring Road,, Annanagar Western Extension, Chennai, Tamil Nadu 600101",,044 2615 5275,5,5.0,No,No,No,Government office, Opens 9am Sat,None Found
SRI SAI ASSOCIATES,"NO 17/117, Subatra St, Korattur, Chennai, Tamil Nadu 600050",,095660 35017,3,5.0,No,No,No,Consultant, Opens 10am Sat,None Found
Baskar & Associates,"NO.6, 84, Palla St, Agraharam, Korattur, Chennai, Puthagaram, Tamil Nadu 600076",,090941 20221,8,5.0,No,No,No,Chartered accountant, Opens 9am Sat,None Found
First Auditor,"134, 3rd Cross St, TNHB Colony, Korattur, Chennai, Tamil Nadu 600050",firstauditor.com,081443 80380,30,4.8,No,No,No,Consultant, 8:30pm ,None Found
Office of deputy commissioner of gst and excise,"35QH+4RR, E Mogappair Rd, Thiruvalluvar Nagar, J J Nagar, Mogappair, Chennai, Tamil Nadu 600050",,,,,No,No,No,Central Government Office,,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
LTU Audit,"1, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,45,4.5,No,No,No,Government office, Closes 5:45am Sat,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
GST Office - West Chennai,"23WG+H39 Ayurveda College, Chennai, Nazarathpettai, Tamil Nadu 600123",,,1,5.0,No,No,No,Tax collector's office,,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, 9pm ,None Found
Nandambakkam GST circle,"3667+GGF, 2nd St, Loganathan Nagar, Padmanabha Nagar, Choolaimedu, Chennai, Tamil Nadu 600094",,,4,4.5,No,No,No,Central Government Office,,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
deputy commissioner of cgst,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
Central Excise Office,"35HF+8JW, Mogappair West, Mogappair, Chennai, Tamil Nadu 600037",,044 2624 6200,4,5.0,No,No,No,Government office,,None Found
Vakilsearch Head Office,"A-5th Floor, Prince Info Park Tower 1, Ambattur Industrial Estate Rd, Sai Nagar, Ambattur, Chennai, Tamil Nadu 600058",vakilsearch.com,072003 65365,19783,4.5,No,No,No,Legal services, Opens 10am Sat,None Found
"CGST Thiruvottiyur Division,Royapuram Division,Chennai North CGST Commissionerate, Chennai CGST Zone","459,Anna Salai,Anna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,1,4.0,No,No,No,Government office, Opens 9am Mon,None Found
GST REGISTRATION CENTRE (GST SUVIDHA KENDRA),"New No.37, Puliyur 2nd Main Road, 3rd Cross St, Trustpuram, Kodambakkam, Chennai, Tamil Nadu 600024",,082206 27627,,,No,No,No,Accounting firm, Opens 10am Sat,None Found
GST Suvidha Kendra,"Shop No C1, 2nd Floor at No, Audiappa Naicken St, kothawal bazaar, Seven Wells South, George Town, Chennai, Tamil Nadu 600001",gstsuvidhakendra.org,0120 686 0789,5,5.0,No,No,No,Certified public accountant, 8:30pm ,None Found
WaytoBusiness Solutions,"Anbalayaa, No.22, Thirumangalam Road, Kambar Colony, I Block, Anna Nagar, Chennai, Tamil Nadu 600040",,093630 32241,3,4.7,No,No,No,Tax preparation service, Opens 10am Sat,None Found
Central excise office round tanna,"36P7+2WQ, Anna Nagar 3rd Main Rd, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,1,4.0,No,No,No,Government office, Opens 10am Mon,None Found
Balaji Tax Consultant,"No. 270, 1st Floor, Railway Station Rd, Korattur, Chennai, Tamil Nadu 600080",,092830 22690,,,No,No,No,Tax attorney,,None Found
GST Auditing Services,"8th Cross St, TVS Nagar, Korattur, Chennai, Tamil Nadu 600076",,,,,No,No,No,,,None Found
GST SUVIDHA SEWA KENDRAN OFFICE,"NO 6, N Red Hills Rd, Barathy Nagar, Valluvar Nagar, Kolathur, Chennai, Tamil Nadu 600099",,,,,No,No,No,Tax collector's office,,None Found
"Gst support center,pallikkaranai","No 3 6th STREET WEST ANNA NAGAR, Narayanapuram, Pallikaranai, Chennai, Tamil Nadu 600100",,,,,No,No,No,Public works department,,None Found
GST Registration 999,"Plot No. 26, Tiruverkadu Rd, TNHB Colony, Annanur, Ayappakkam, Chennai, Tamil Nadu 600077",,,,,No,No,No,Registration office,,None Found
Gst smart consultant,"60, Kumaran Main, K.K.Thazhai, Thirukkalachery, Bhaktavatsalam Nagar, Manali, Chennai, Tamil Nadu 600099",,,,,No,No,No,Association / Organization,,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, 9pm ,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
Adinath Gst centre,"36/6, Bala Arunachalam St, Sanjeevarayanpet, Washermanpet, Chennai, Tamil Nadu 600021",,099622 07979,,,No,No,No,Accounting firm,,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
GST Suvidha Kendra,"Shop No C1, 2nd Floor at No, Audiappa Naicken St, kothawal bazaar, Seven Wells South, George Town, Chennai, Tamil Nadu 600001",gstsuvidhakendra.org,0120 686 0789,5,5.0,No,No,No,Certified public accountant, 8:30pm ,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
Sm legal& business registration,"34a, 1a, Nagappan St, Meenambal Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,080988 11999,6,5.0,No,No,No,Legal services, Opens 10am Sat,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
Office of Commissioner of GST and Central Excise Chennai Outer,"2054-1, 2nd Ave, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,1800 180 1961,21,4.7,No,No,No,Central Government Office,,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
"CGST Thiruvottiyur Division,Royapuram Division,Chennai North CGST Commissionerate, Chennai CGST Zone","459,Anna Salai,Anna Nagar, Teynampet, Chennai, Tamil Nadu 600018",,,1,4.0,No,No,No,Government office, Opens 9am Mon,None Found
"Bala Consultancy - GST, IT & Insurance consultants","9/5, W Kal Mandapam Rd, Somu Nagar, Royapuram, Chennai, Tamil Nadu 600013",,,6,5.0,No,No,No,Tax consultant, Opens 9:30am Sat,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
GST OFFICE IRUNGATTUKOTTAI DIVISION,"48, 2nd Ave, X Block, Tower Park, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office,,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Central Excise Divisions Ambattur Ponneri and Gummidipoondi,"A-1, R-40, 100 Feet Road, Thillaiyadi Valliammai Nagar, Thirumangalam, Mogappair, Chennai, Tamil Nadu 600050",,,14,4.5,No,No,No,Tax department, Opens 9:30am Mon,None Found
GST CATERING & EVENTS,"Mottai Garden, Old Washermanpet, Chennai, Tamil Nadu 600021",,,3,2.0,No,No,No,,,None Found
GST Tax Academy,"714, Madras Thiruvallur High Rd, Periyar Nagar, Mannurpet, Padi, Chennai, Tamil Nadu 600050",gsttaxacademy.in,075500 85215,101,4.8,No,No,No,Education center, Opens 9:30am Sat,None Found
Commissionarte of Central Excise Audit-1,"35RX+WCR Nehru, Jawaharlal Nehru Salai, Pioneer Colony, Anna Nagar West Extension, Chennai, Tamil Nadu 600101",,,1,4.0,No,No,No,Government office,,None Found
GST Efiling & Consultancy Services LLP,"No. 9/3, Raja complex, 3rd Floor, VK Iyer Road, Mandaveli, Raja Annamalai Puram, Chennai, Tamil Nadu 600028",gstefilingca.com,096001 92192,4,5.0,No,No,No,Tax consultant, Opens 9am Sat,None Found
"Thirui Vi Ka Nagar Division, GST Chennai North Commissionerate","Gst Seva Kendra, Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,,,No,No,No,Government office, Opens 9:30am Mon,None Found
VM TAX CONSULTANCY,"No:20, 10, Ambedkar Nagar 5th St, Ambedkar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,095518 68434,13,5.0,No,No,No,Accounting firm,,None Found
S.Anguraj Sales Tax Consultant,"No.32,, Perambalu Street,, Old washermenpet, Chennai, Tamil Nadu 600021",,097899 63505,,,No,No,No,Tax collector's office,,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
MKB Nagar Vyasarpadi,"44, 19th East Cross St, Weavers Colony, Mahakavi Bharathiyar Nagar East, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,,33,4.4,No,No,No,Restaurant,,None Found
Vishwanathan G,"No7, Grand Northern Trunk Rd, MKB Nagar, Mahakavi Bharathiyar Nagar Central, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,082487 98948,1,5.0,No,No,No,Taxi service,,None Found
GST Bhawan Office of the Principal Chief Commissioner Of GST and Central Excise,"no.26, GST Bhawan, 1, Uthamar Gandhi Rd, Thousand Lights West, Nungambakkam, Chennai, Tamil Nadu 600034",gstchennai.gov.in,044 2833 1010,41,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
GST office,"363X+6PW, Tirumurthy Nagar, T. Nagar, Chennai, Tamil Nadu 600006",,,2,4.5,No,No,No,Government office,,None Found
Commercial Tax Office Annex,"CT - ANNEX BUILDING, 1, Greams Rd, Thousand Lights West, Thousand Lights, Chennai, Tamil Nadu 600006",ctd.tn.gov.in,,42,4.0,No,No,No,Government office, Opens 10am Mon,None Found
GST registration,"Bai kadai, 1/168 Venkateswara nagar,kolapakkam, Porur, Chennai, Tamil Nadu 600122",qualitytaxservice.co.in,081224 20986,66,4.6,No,No,No,Registration office, Opens 10am Sat,None Found
GD Accounting and Taxation,"29, 1st floor, Venkatesapuram Colony 3rd Cross St, opp. to Kidzee school, MKB Nagar, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,,1,5.0,No,No,No,Accounting firm,,None Found
Ecfile Solutions Pvt. ltd.,"1st floor, 13/1, Madhavaram High Rd, Huzur Garden, Sembiyan, Perambur, Chennai, Tamil Nadu 600011",ecfile.in,084700 74700,145,4.9,No,No,No,Tax preparation service, Opens 9:30am Sat,None Found
G S CONSULTANCY (GST AND TAX CONSULTANT),"No 2, 10th St, Arul Nagar, Venkateswara Colony, Madhavaram Milk Colony, Chennai, Tamil Nadu 600051",,098407 43286,12,4.7,No,No,No,Tax preparation service, 8:30pm ,None Found
SALES TAX GST CONSULTANCY,"ALFIYA CONSULTANCY 1st FLOOR,NO : 179/55, 600, Grand Northern Trunk Rd, Erukkancheri, Chennai, Tamil Nadu 600118",,098404 18770,3,5.0,No,No,No,Tax department, 9pm ,None Found
E.Z.TAX CONSULTANCY (GST & Tax Consultant),"South Ave, Muthamizh Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",,096000 14322,14,4.9,No,No,No,Accounting firm, Closes 10pm,None Found
Gst Seva Kendra,"Newry Towers, 12th Main Rd, Anna Nagar, Anna Nagar West, Anna Nagar, Chennai, Tamil Nadu 600040",,,28,4.2,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GNK ASSOCIATES (GST SUVIDHA SEWA KENDRA),"LANDMARK, 1st St, near CHELLIAMMAN KOVIL, Chelliamman Colony, Peravallur, Kolathur, Chennai, Tamil Nadu 600082",business.google.com,091509 54245,,,No,No,No,Tax preparation service, Opens 10am Mon,None Found
Government Commercial Tax Office,"No 256, Paper Mills Road, Neelam Garden, Kolathur, Chennai, Tamil Nadu 600011",ctd.tn.gov.in,,,,No,No,No,Tax collector's office,,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
"OFFICE OF THE JOINT COMMISSIONER,STATE TAX (GST), CHENNAI NORTH DIVISION.","32, Elephant Gate St, Periamet, Vepery, George Town, Chennai, Tamil Nadu 600003",,,10,4.6,No,No,No,Government office, Opens 10am Mon,None Found
BS Tax Firm,"No.36, 3rd Block, Kaviarasu Kannadhasan Nagar, Kodungaiyur, Chennai, Tamil Nadu 600118",bstaxfirm.com,097109 06052,13,4.9,No,No,No,Financial audit, Opens 10am Sat,None Found
"Integrated for Commercial Taxes, State Tax, (GST), Chennai (North) Division","32, Elephant Gate St, Periamet, Railway Colony, Chennai, Tamil Nadu 600003",ctd.tn.gov.in,,3,3.7,No,No,No,Government office, Opens 10am Mon,None Found
"GYT ASSOCIATES (GST Filling, Income Tax Filing, Accounts, Fssai Reg. Udyam, Tax consultant)","41, Kamaraj St, near H6 R.K.Nagar, Moopanar Nagar, Korukkupet, Old Washermanpet, Chennai, Tamil Nadu 600021",,,4,5.0,No,No,No,Tax consultant,,None Found
GST office,"273, Periamet, Badri Garden, Park Town, Chennai, Tamil Nadu 600003",,,,,No,No,No,Government office,,None Found
Purasawalkam GST Division,"36M3+V3G, L Block, Kurinji Colony, Anna Nagar, Chennai, Tamil Nadu 600040",,044 2614 2711,,,No,No,No,Central Government Office,,None Found
"GKF EduCare - Saravanan Tuition,. Accounting Service, GST filings, Tax(IT) filings etc","No 438, 12th West Cross St, Pudhu Nagar, Mahakavi Bharathiyar Nagar West, Mahakavi Bharathi Nagar, Vyasarpadi, Chennai, Tamil Nadu 600039",,095517 14134,66,4.9,No,No,No,Education center, Closes 10pm,None Found
"Central GST SEVA KENDRA, CHENNAI SOUTH COMMISSIONERATE","Mhu Complex, Behind Periyar Building, Nandanam, 692, Anna Salai, CIT Nagar East, CIT Nagar, Chennai, Tamil Nadu 600035",,044 2433 1177,32,4.6,No,No,No,Central Government Office, Opens 9:15am Mon,None Found
GST Support Center - Chennai,"3, Godown Street, George Town, Chennai, Tamil Nadu 600001",,,,,No,No,No,Public works department, Closes 10pm,None Found
Vignesh and Associates (Auditors in Chennai) GST REGISTRATION & FILING CENTRE IN CHENNAI(REGD GST PRACTITIONER),"Old No.91 New, 136, Sri Rangammal St, Washermanpet, Chennai, Tamil Nadu 600021",,085535 54339,18,4.8,No,No,No,Auditor, 9pm ,None Found
